county_fips,county_name,year,quarter,tract_standard,tract_rows,usps_total_addr,usps_vacant_addr,usps_nostat_addr,usps_res_addr,usps_res_vacant_addr,usps_res_nostat_addr,usps_vacancy_rate,usps_nostat_rate,usps_res_vacancy_rate,usps_res_nostat_rate
27001,Aitkin,2011,4,2010,5,10568,1215,759,9946,1164,711,0.11496972,0.07182059,0.11703197,0.07148602
27001,Aitkin,2012,4,2010,6,10613,1265,735,9999,1213,690,0.11919344,0.06925469,0.12131213,0.06900690
27001,Aitkin,2013,4,2010,6,10619,1375,639,10003,1324,594,0.12948489,0.06017516,0.13236029,0.05938219
27001,Aitkin,2014,4,2010,6,10764,1430,663,10151,1378,618,0.13285024,0.06159420,0.13575017,0.06088070
27001,Aitkin,2015,4,2010,6,11122,1619,677,10498,1567,631,0.14556734,0.06087035,0.14926653,0.06010669
27001,Aitkin,2016,4,2010,6,11197,1715,716,10572,1645,672,0.15316603,0.06394570,0.15559970,0.06356413
27001,Aitkin,2017,4,2010,6,11391,1598,945,10766,1520,904,0.14028619,0.08296023,0.14118521,0.08396805
27001,Aitkin,2018,4,2010,6,11562,1779,944,10932,1697,901,0.15386611,0.08164677,0.15523235,0.08241859
27001,Aitkin,2019,4,2010,6,11808,1718,1176,11171,1634,1126,0.14549458,0.09959350,0.14627160,0.10079671
27001,Aitkin,2020,4,2010,6,11954,1658,1237,11291,1576,1186,0.13869834,0.10348001,0.13958020,0.10503941
27001,Aitkin,2021,4,2010,6,12030,681,2036,11376,628,1960,0.05660848,0.16924356,0.05520394,0.17229255
27001,Aitkin,2022,4,2010,6,12093,308,2406,11440,257,2329,0.02546928,0.19895807,0.02246503,0.20358392
27001,Aitkin,2023,4,2020,8,12319,162,2628,11661,119,2547,0.01315042,0.21332900,0.01020496,0.21842038
27003,Anoka,2011,4,2010,79,142913,4296,4257,130787,3119,3222,0.03006025,0.02978735,0.02384794,0.02463548
27003,Anoka,2012,4,2010,83,144612,4242,5118,132024,3000,3665,0.02933367,0.03539125,0.02272314,0.02776010
27003,Anoka,2013,4,2010,83,145356,3926,4639,132752,2710,3276,0.02700955,0.03191475,0.02041401,0.02467759
27003,Anoka,2014,4,2010,83,146453,4043,4474,133777,2746,3149,0.02760613,0.03054905,0.02052670,0.02353917
27003,Anoka,2015,4,2010,83,149244,3149,6367,135775,1923,4405,0.02109968,0.04266168,0.01416314,0.03244338
27003,Anoka,2016,4,2010,83,149873,3324,6266,136429,2052,4328,0.02217878,0.04180873,0.01504079,0.03172346
27003,Anoka,2017,4,2010,83,152056,3217,6723,138460,1949,4804,0.02115668,0.04421397,0.01407627,0.03469594
27003,Anoka,2018,4,2010,83,153408,3353,6229,139741,2104,4259,0.02185675,0.04060414,0.01505643,0.03047781
27003,Anoka,2019,4,2010,83,154849,3293,6639,141080,2111,4541,0.02126588,0.04287403,0.01496314,0.03218741
27003,Anoka,2020,4,2010,83,157129,3314,7227,143318,2151,5127,0.02109095,0.04599406,0.01500858,0.03577359
27003,Anoka,2021,4,2010,83,157881,3357,6957,144133,2266,4857,0.02126285,0.04406483,0.01572159,0.03369804
27003,Anoka,2022,4,2010,83,157921,3183,6403,144302,2123,4374,0.02015565,0.04054559,0.01471220,0.03031143
27003,Anoka,2023,4,2020,90,162978,3750,7039,149172,2653,5131,0.02300924,0.04318988,0.01778484,0.03439654
27005,Becker,2011,4,2010,10,17141,274,2113,15889,241,1984,0.01598507,0.12327169,0.01516773,0.12486626
27005,Becker,2012,4,2010,10,17501,340,2196,16222,303,2067,0.01942746,0.12547854,0.01867834,0.12741955
27005,Becker,2013,4,2010,10,18227,308,2415,16917,278,2275,0.01689801,0.13249575,0.01643317,0.13448011
27005,Becker,2014,4,2010,10,18407,312,2576,17071,278,2417,0.01695007,0.13994676,0.01628493,0.14158514
27005,Becker,2015,4,2010,10,19923,289,3712,18267,260,3261,0.01450585,0.18631732,0.01423332,0.17851864
27005,Becker,2016,4,2010,10,20017,404,3758,18382,350,3319,0.02018284,0.18774042,0.01904037,0.18055707
27005,Becker,2017,4,2010,10,20312,371,3850,18668,307,3426,0.01826506,0.18954313,0.01644525,0.18352261
27005,Becker,2018,4,2010,10,20592,355,4112,18916,295,3681,0.01723970,0.19968920,0.01559526,0.19459717
27005,Becker,2019,4,2010,10,20877,374,4242,19173,293,3797,0.01791445,0.20319011,0.01528191,0.19803891
27005,Becker,2020,4,2010,10,21211,394,4207,19501,310,3783,0.01857527,0.19834048,0.01589662,0.19399005
27005,Becker,2021,4,2010,10,21493,230,4433,19771,151,4016,0.01070116,0.20625320,0.00763745,0.20312579
27005,Becker,2022,4,2010,10,21593,243,4754,19883,165,4351,0.01125365,0.22016394,0.00829855,0.21883016
27005,Becker,2023,4,2020,10,21813,292,4930,20088,202,4513,0.01338651,0.22601201,0.01005575,0.22466149
27007,Beltrami,2011,4,2010,9,19892,1197,1297,17684,1043,1188,0.06017494,0.06520209,0.05897987,0.06717937
27007,Beltrami,2012,4,2010,10,21870,1326,2834,19218,1166,2291,0.06063100,0.12958390,0.06067229,0.11921116
27007,Beltrami,2013,4,2010,10,22096,1447,2686,19415,1270,2157,0.06548697,0.12156046,0.06541334,0.11109967
27007,Beltrami,2014,4,2010,10,22502,1600,2834,19749,1394,2303,0.07110479,0.12594436,0.07058585,0.11661350
27007,Beltrami,2015,4,2010,10,22959,1573,2820,20141,1392,2259,0.06851344,0.12282765,0.06911276,0.11215928
27007,Beltrami,2016,4,2010,10,23140,1639,2841,20305,1458,2278,0.07082973,0.12277442,0.07180497,0.11218912
27007,Beltrami,2017,4,2010,10,23577,2185,2936,20702,1985,2369,0.09267506,0.12452814,0.09588446,0.11443339
27007,Beltrami,2018,4,2010,10,23655,2285,2740,20807,2078,2221,0.09659691,0.11583175,0.09987024,0.10674292
27007,Beltrami,2019,4,2010,10,23776,2341,2679,20913,2113,2164,0.09846063,0.11267665,0.10103763,0.10347631
27007,Beltrami,2020,4,2010,10,23824,1991,2752,20973,1816,2192,0.08357119,0.11551377,0.08658752,0.10451533
27007,Beltrami,2021,4,2010,10,24085,901,3999,21268,785,3412,0.03740918,0.16603695,0.03690991,0.16042881
27007,Beltrami,2022,4,2010,10,24019,857,4159,21222,751,3594,0.03568009,0.17315459,0.03538781,0.16935256
27007,Beltrami,2023,4,2020,14,24556,730,4460,21710,624,3910,0.02972797,0.18162567,0.02874251,0.18010134
27009,Benton,2011,4,2010,6,18900,808,1566,17243,644,1454,0.04275132,0.08285714,0.03734849,0.08432407
27009,Benton,2012,4,2010,9,18459,861,1266,16810,665,1159,0.04664391,0.06858443,0.03955979,0.06894706
27009,Benton,2013,4,2010,9,18750,828,1364,17093,626,1251,0.04416000,0.07274667,0.03662318,0.07318785
27009,Benton,2014,4,2010,9,18951,866,1349,17277,660,1240,0.04569680,0.07118358,0.03820108,0.07177172
27009,Benton,2015,4,2010,9,19850,809,1891,17969,599,1604,0.04075567,0.09526448,0.03333519,0.08926485
27009,Benton,2016,4,2010,9,19921,868,1842,18037,626,1571,0.04357211,0.09246524,0.03470644,0.08709874
27009,Benton,2017,4,2010,9,20119,863,1826,18208,612,1561,0.04289478,0.09075998,0.03361160,0.08573155
27009,Benton,2018,4,2010,9,20262,833,1814,18346,584,1556,0.04111144,0.08952719,0.03183255,0.08481413
27009,Benton,2019,4,2010,9,20492,779,1913,18538,536,1623,0.03801484,0.09335350,0.02891358,0.08754990
27009,Benton,2020,4,2010,9,20418,849,1816,18615,603,1519,0.04158096,0.08894113,0.03239323,0.08160086
27009,Benton,2021,4,2010,9,20837,745,1976,19007,517,1655,0.03575371,0.09483131,0.02720051,0.08707318
27009,Benton,2022,4,2010,9,20843,460,2220,19024,279,1854,0.02206976,0.10651058,0.01466569,0.09745585
27009,Benton,2023,4,2020,10,21069,447,2280,19191,269,1862,0.02121600,0.10821586,0.01401699,0.09702465
27011,Big Stone,2011,4,2010,3,3197,448,579,2883,403,559,0.14013137,0.18110729,0.13978495,0.19389525
27011,Big Stone,2012,4,2010,3,3213,434,572,2884,379,553,0.13507625,0.17802677,0.13141470,0.19174757
27011,Big Stone,2013,4,2010,3,3217,428,572,2885,370,553,0.13304321,0.17780541,0.12824957,0.19168111
27011,Big Stone,2014,4,2010,3,3234,417,582,2895,358,562,0.12894249,0.17996289,0.12366149,0.19412781
27011,Big Stone,2015,4,2010,3,3272,425,575,2945,370,555,0.12988998,0.17573350,0.12563667,0.18845501
27011,Big Stone,2016,4,2010,3,3211,434,585,2880,373,564,0.13516039,0.18218623,0.12951389,0.19583333
27011,Big Stone,2017,4,2010,3,3222,420,587,2884,356,564,0.13035382,0.18218498,0.12343967,0.19556172
27011,Big Stone,2018,4,2010,3,3214,420,585,2875,357,563,0.13067828,0.18201618,0.12417391,0.19582609
27011,Big Stone,2019,4,2010,3,3237,411,606,2894,348,582,0.12696942,0.18721038,0.12024879,0.20110574
27011,Big Stone,2020,4,2010,3,3240,434,609,2898,370,584,0.13395062,0.18796296,0.12767426,0.20151829
27011,Big Stone,2021,4,2010,3,3255,408,621,2910,343,595,0.12534562,0.19078341,0.11786942,0.20446735
27011,Big Stone,2022,4,2010,3,3261,311,704,2915,254,664,0.09536952,0.21588470,0.08713551,0.22778731
27011,Big Stone,2023,4,2020,3,3302,165,859,2952,116,813,0.04996972,0.26014537,0.03929539,0.27540650
27013,Blue Earth,2011,4,2010,16,31112,1518,4149,27407,1162,3582,0.04879146,0.13335690,0.04239793,0.13069654
27013,Blue Earth,2012,4,2010,16,31097,1462,4093,27396,1125,3520,0.04701418,0.13162041,0.04106439,0.12848591
27013,Blue Earth,2013,4,2010,16,31721,1511,4041,27930,1181,3424,0.04763406,0.12739195,0.04228428,0.12259219
27013,Blue Earth,2014,4,2010,16,31991,1739,3807,28163,1380,3206,0.05435904,0.11900222,0.04900046,0.11383730
27013,Blue Earth,2015,4,2010,16,32455,1619,3765,28505,1277,3114,0.04988446,0.11600678,0.04479916,0.10924399
27013,Blue Earth,2016,4,2010,16,33383,1787,3966,29334,1365,3320,0.05353024,0.11880298,0.04653303,0.11317925
27013,Blue Earth,2017,4,2010,16,34601,1782,4587,30451,1346,3924,0.05150140,0.13256842,0.04420216,0.12886276
27013,Blue Earth,2018,4,2010,16,34453,1832,4051,30316,1391,3435,0.05317389,0.11758047,0.04588336,0.11330650
27013,Blue Earth,2019,4,2010,16,34907,1896,3787,30683,1419,3349,0.05431575,0.10848827,0.04624711,0.10914839
27013,Blue Earth,2020,4,2010,16,35169,1574,4357,30950,1266,3589,0.04475532,0.12388751,0.04090468,0.11596123
27013,Blue Earth,2021,4,2010,16,35420,775,5023,31173,530,4191,0.02188029,0.14181254,0.01700189,0.13444327
27013,Blue Earth,2022,4,2010,16,35408,700,4992,31182,490,4152,0.01976954,0.14098509,0.01571419,0.13315374
27013,Blue Earth,2023,4,2020,16,37094,649,6051,32550,437,4965,0.01749609,0.16312611,0.01342550,0.15253456
27015,Brown,2011,4,2010,7,13341,609,685,12133,500,596,0.04564875,0.05134548,0.04120992,0.04912223
27015,Brown,2012,4,2010,8,13414,722,655,12202,609,569,0.05382436,0.04882958,0.04990985,0.04663170
27015,Brown,2013,4,2010,8,13399,704,626,12179,580,552,0.05254123,0.04671990,0.04762296,0.04532392
27015,Brown,2014,4,2010,8,13468,721,635,12231,598,567,0.05353430,0.04714880,0.04889216,0.04635762
27015,Brown,2015,4,2010,8,13548,669,653,12292,532,575,0.04937998,0.04819900,0.04328018,0.04677839
27015,Brown,2016,4,2010,8,13488,617,641,12248,495,556,0.04574437,0.04752372,0.04041476,0.04539517
27015,Brown,2017,4,2010,8,13513,628,668,12255,501,568,0.04647377,0.04943388,0.04088127,0.04634843
27015,Brown,2018,4,2010,8,13512,639,669,12247,511,568,0.04729130,0.04951155,0.04172450,0.04637870
27015,Brown,2019,4,2010,8,13667,794,727,12352,640,592,0.05809614,0.05319382,0.05181347,0.04792746
27015,Brown,2020,4,2010,8,13754,795,784,12440,653,647,0.05780137,0.05700160,0.05249196,0.05200965
27015,Brown,2021,4,2010,8,13681,652,825,12378,535,673,0.04765733,0.06030261,0.04322185,0.05437066
27015,Brown,2022,4,2010,8,13686,501,931,12390,394,778,0.03660675,0.06802572,0.03179984,0.06279257
27015,Brown,2023,4,2020,8,13777,472,1021,12440,364,847,0.03426000,0.07410902,0.02926045,0.06808682
27017,Carlton,2011,4,2010,7,16286,982,1178,15047,917,1033,0.06029719,0.07233206,0.06094238,0.06865156
27017,Carlton,2012,4,2010,7,16138,973,1187,14898,910,1041,0.06029248,0.07355310,0.06108202,0.06987515
27017,Carlton,2013,4,2010,7,16157,1029,978,14940,959,867,0.06368757,0.06053104,0.06419009,0.05803213
27017,Carlton,2014,4,2010,7,16295,1087,1095,15074,1015,973,0.06670758,0.06719853,0.06733448,0.06454823
27017,Carlton,2015,4,2010,7,16791,1057,1469,15471,989,1253,0.06295039,0.08748734,0.06392606,0.08099024
27017,Carlton,2016,4,2010,7,16866,1128,1487,15539,1030,1275,0.06688011,0.08816554,0.06628483,0.08205161
27017,Carlton,2017,4,2010,7,16969,1087,1514,15620,989,1296,0.06405799,0.08922152,0.06331626,0.08297055
27017,Carlton,2018,4,2010,7,17059,1150,1511,15706,1048,1296,0.06741310,0.08857495,0.06672609,0.08251624
27017,Carlton,2019,4,2010,7,17222,1165,1670,15858,1051,1435,0.06764603,0.09696899,0.06627570,0.09049060
27017,Carlton,2020,4,2010,7,17460,1207,1665,16091,1090,1427,0.06912944,0.09536082,0.06773973,0.08868311
27017,Carlton,2021,4,2010,7,17547,892,1870,16188,777,1640,0.05083490,0.10657092,0.04799852,0.10130961
27017,Carlton,2022,4,2010,7,17608,552,2122,16253,464,1859,0.03134939,0.12051340,0.02854858,0.11437888
27017,Carlton,2023,4,2020,9,17767,274,2467,16435,200,2192,0.01542185,0.13885293,0.01216915,0.13337390
27019,Carver,2011,4,2010,18,39699,1239,3001,36764,1014,2592,0.03120985,0.07559384,0.02758133,0.07050375
27019,Carver,2012,4,2010,19,40622,1196,3626,37362,980,2855,0.02944217,0.08926198,0.02622986,0.07641454
27019,Carver,2013,4,2010,19,41308,1190,3514,38015,958,2756,0.02880798,0.08506827,0.02520058,0.07249770
27019,Carver,2014,4,2010,19,41841,1101,3552,38564,895,2828,0.02631390,0.08489281,0.02320817,0.07333264
27019,Carver,2015,4,2010,19,42875,1003,3795,39552,816,3067,0.02339359,0.08851312,0.02063107,0.07754349
27019,Carver,2016,4,2010,19,43522,892,3911,40155,707,3187,0.02049538,0.08986260,0.01760677,0.07936745
27019,Carver,2017,4,2010,19,44287,944,3863,40874,732,3145,0.02131551,0.08722650,0.01790870,0.07694378
27019,Carver,2018,4,2010,19,45050,910,4104,41576,700,3345,0.02019978,0.09109878,0.01683664,0.08045507
27019,Carver,2019,4,2010,19,46226,823,4424,42724,656,3653,0.01780383,0.09570372,0.01535437,0.08550229
27019,Carver,2020,4,2010,19,46818,793,4371,43296,618,3604,0.01693793,0.09336153,0.01427384,0.08324095
27019,Carver,2021,4,2010,19,47568,367,4614,44056,253,3802,0.00771527,0.09699798,0.00574269,0.08629926
27019,Carver,2022,4,2010,19,47572,287,4225,44087,181,3427,0.00603296,0.08881275,0.00410552,0.07773266
27019,Carver,2023,4,2020,25,49775,236,4843,46227,140,4026,0.00474134,0.09729784,0.00302853,0.08709196
27021,Cass,2011,4,2010,8,17082,2551,711,16441,2504,637,0.14933848,0.04162276,0.15230217,0.03874460
27021,Cass,2012,4,2010,10,16929,2678,665,16316,2633,596,0.15819009,0.03928171,0.16137534,0.03652856
27021,Cass,2013,4,2010,10,17166,2840,753,16551,2794,668,0.16544332,0.04386578,0.16881155,0.04036010
27021,Cass,2014,4,2010,10,17494,2923,824,16862,2873,728,0.16708586,0.04710186,0.17038311,0.04317400
27021,Cass,2015,4,2010,10,17541,2802,838,16911,2754,739,0.15974004,0.04777379,0.16285258,0.04369937
27021,Cass,2016,4,2010,10,17672,2788,848,17032,2745,740,0.15776369,0.04798551,0.16116721,0.04344763
27021,Cass,2017,4,2010,10,18147,2819,992,17468,2773,862,0.15534248,0.05466468,0.15874742,0.04934738
27021,Cass,2018,4,2010,10,18702,2948,1110,17988,2898,968,0.15763020,0.05935194,0.16110740,0.05381365
27021,Cass,2019,4,2010,10,19137,3037,1216,18402,2979,1075,0.15869781,0.06354183,0.16188458,0.05841756
27021,Cass,2020,4,2010,10,19565,3171,1192,18814,3107,1041,0.16207513,0.06092512,0.16514298,0.05533114
27021,Cass,2021,4,2010,10,20023,443,4085,19267,436,3880,0.02212456,0.20401538,0.02262937,0.20138060
27021,Cass,2022,4,2010,10,20281,321,4490,19442,318,4194,0.01582762,0.22138948,0.01635634,0.21571855
27021,Cass,2023,4,2020,11,20724,14,5359,19869,14,5046,0.00067555,0.25858908,0.00070462,0.25396346
27023,Chippewa,2011,4,2010,5,6205,594,320,5429,499,234,0.09572925,0.05157131,0.09191380,0.04310186
27023,Chippewa,2012,4,2010,4,6206,665,318,5436,558,237,0.10715437,0.05124073,0.10264901,0.04359823
27023,Chippewa,2013,4,2010,4,6215,628,330,5450,526,249,0.10104586,0.05309735,0.09651376,0.04568807
27023,Chippewa,2014,4,2010,4,6229,607,354,5465,506,264,0.09744742,0.05683095,0.09258920,0.04830741
27023,Chippewa,2015,4,2010,4,6310,573,403,5528,474,310,0.09080824,0.06386688,0.08574530,0.05607815
27023,Chippewa,2016,4,2010,4,6283,529,456,5503,433,358,0.08419545,0.07257679,0.07868435,0.06505542
27023,Chippewa,2017,4,2010,4,6467,543,606,5684,444,509,0.08396474,0.09370651,0.07811400,0.08954961
27023,Chippewa,2018,4,2010,4,6547,542,643,5752,440,550,0.08278601,0.09821292,0.07649513,0.09561892
27023,Chippewa,2019,4,2010,4,6669,499,785,5865,405,682,0.07482381,0.11770880,0.06905371,0.11628303
27023,Chippewa,2020,4,2010,4,6788,475,907,5973,380,800,0.06997643,0.13361815,0.06361962,0.13393605
27023,Chippewa,2021,4,2010,4,6834,311,1119,6016,238,988,0.04550776,0.16374012,0.03956117,0.16422872
27023,Chippewa,2022,4,2010,4,6819,285,1168,5999,207,1032,0.04179498,0.17128611,0.03450575,0.17202867
27023,Chippewa,2023,4,2020,5,6892,299,1254,6063,204,1104,0.04338363,0.18195009,0.03364671,0.18208808
27025,Chisago,2011,4,2010,7,23794,838,2283,22272,762,2030,0.03521896,0.09594856,0.03421336,0.09114583
27025,Chisago,2012,4,2010,10,23778,1045,2136,22285,947,1904,0.04394819,0.08983094,0.04249495,0.08543864
27025,Chisago,2013,4,2010,10,23966,1029,2121,22461,925,1879,0.04293583,0.08850038,0.04118249,0.08365612
27025,Chisago,2014,4,2010,10,24023,994,1947,22491,887,1701,0.04137701,0.08104733,0.03943800,0.07563025
27025,Chisago,2015,4,2010,10,24884,955,2677,23227,849,2249,0.03837807,0.10757917,0.03655229,0.09682697
27025,Chisago,2016,4,2010,10,25065,934,2627,23406,822,2194,0.03726312,0.10480750,0.03511920,0.09373665
27025,Chisago,2017,4,2010,10,25343,982,2580,23645,849,2168,0.03874837,0.10180326,0.03590611,0.09168957
27025,Chisago,2018,4,2010,10,25744,1001,2568,24028,861,2152,0.03888285,0.09975140,0.03583319,0.08956218
27025,Chisago,2019,4,2010,10,25979,1084,2552,24258,952,2137,0.04172601,0.09823319,0.03924479,0.08809465
27025,Chisago,2020,4,2010,10,26193,1063,2414,24450,940,2011,0.04058336,0.09216203,0.03844581,0.08224949
27025,Chisago,2021,4,2010,10,26474,663,2714,24709,582,2237,0.02504344,0.10251568,0.02355417,0.09053381
27025,Chisago,2022,4,2010,10,26530,376,2877,24772,342,2365,0.01417263,0.10844327,0.01380591,0.09547069
27025,Chisago,2023,4,2020,13,27217,165,3183,25438,155,2646,0.00606239,0.11694897,0.00609325,0.10401761
27027,Clay,2011,4,2010,13,27614,508,3762,25316,363,3621,0.01839647,0.13623524,0.01433876,0.14303207
27027,Clay,2012,4,2010,13,29163,576,4148,26476,426,3639,0.01975105,0.14223502,0.01609004,0.13744523
27027,Clay,2013,4,2010,13,29225,562,3901,26533,412,3392,0.01923011,0.13348161,0.01552783,0.12784080
27027,Clay,2014,4,2010,13,29750,466,3931,27039,309,3434,0.01566387,0.13213445,0.01142794,0.12700174
27027,Clay,2015,4,2010,13,29854,344,3369,27083,192,2870,0.01152274,0.11284920,0.00708932,0.10597054
27027,Clay,2016,4,2010,13,29841,468,4148,27030,309,3630,0.01568312,0.13900338,0.01143174,0.13429523
27027,Clay,2017,4,2010,13,30847,422,4471,26990,270,2945,0.01368042,0.14494116,0.01000371,0.10911449
27027,Clay,2018,4,2010,13,31336,409,4586,27435,246,3080,0.01305208,0.14634925,0.00896665,0.11226535
27027,Clay,2019,4,2010,13,31705,453,4649,27735,296,3150,0.01428797,0.14663302,0.01067244,0.11357491
27027,Clay,2020,4,2010,13,32533,495,5001,28500,346,3506,0.01521532,0.15372084,0.01214035,0.12301754
27027,Clay,2021,4,2010,13,32902,547,5289,28807,372,3803,0.01662513,0.16075011,0.01291353,0.13201652
27027,Clay,2022,4,2010,13,32976,628,5200,28893,455,3719,0.01904415,0.15769044,0.01574776,0.12871630
27027,Clay,2023,4,2020,16,33288,643,4912,29174,449,3440,0.01931627,0.14756068,0.01539042,0.11791321
27029,Clearwater,2011,4,2010,3,3761,504,129,3551,490,64,0.13400691,0.03429939,0.13798930,0.01802309
27029,Clearwater,2012,4,2010,3,3762,521,145,3548,508,78,0.13849016,0.03854333,0.14317926,0.02198422
27029,Clearwater,2013,4,2010,3,3797,560,139,3582,545,73,0.14748486,0.03660785,0.15214964,0.02037968
27029,Clearwater,2014,4,2010,3,3830,591,143,3611,573,78,0.15430809,0.03733681,0.15868181,0.02160066
27029,Clearwater,2015,4,2010,3,3916,600,173,3696,583,109,0.15321757,0.04417773,0.15773810,0.02949134
27029,Clearwater,2016,4,2010,3,3935,614,179,3714,595,114,0.15603558,0.04548920,0.16020463,0.03069467
27029,Clearwater,2017,4,2010,3,3978,602,185,3757,584,120,0.15133233,0.04650578,0.15544317,0.03194038
27029,Clearwater,2018,4,2010,3,4026,617,174,3803,599,110,0.15325385,0.04321908,0.15750723,0.02892453
27029,Clearwater,2019,4,2010,3,4100,651,207,3874,635,142,0.15878049,0.05048780,0.16391327,0.03665462
27029,Clearwater,2020,4,2010,3,4119,649,210,3889,629,144,0.15756252,0.05098325,0.16173824,0.03702751
27029,Clearwater,2021,4,2010,3,4149,274,586,3919,263,513,0.06604001,0.14123885,0.06710896,0.13090074
27029,Clearwater,2022,4,2010,3,4168,88,774,3937,78,697,0.02111324,0.18570058,0.01981204,0.17703835
27029,Clearwater,2023,4,2020,3,4253,7,881,4014,7,794,0.00164590,0.20714790,0.00174390,0.19780767
27031,Cook,2011,4,2010,2,2483,310,522,2239,302,492,0.12484897,0.21022956,0.13488164,0.21974096
27031,Cook,2012,4,2010,2,2502,317,519,2259,309,490,0.12669864,0.20743405,0.13678619,0.21691014
27031,Cook,2013,4,2010,2,2435,350,441,2240,342,413,0.14373717,0.18110883,0.15267857,0.18437500
27031,Cook,2014,4,2010,2,2454,345,464,2259,338,436,0.14058680,0.18907905,0.14962373,0.19300575
27031,Cook,2015,4,2010,2,2501,363,470,2294,342,441,0.14514194,0.18792483,0.14908457,0.19224063
27031,Cook,2016,4,2010,2,2533,407,454,2324,384,426,0.16067904,0.17923411,0.16523236,0.18330465
27031,Cook,2017,4,2010,2,2581,400,491,2372,376,461,0.15497869,0.19023634,0.15851602,0.19435076
27031,Cook,2018,4,2010,2,2695,390,571,2480,380,541,0.14471243,0.21187384,0.15322581,0.21814516
27031,Cook,2019,4,2010,2,2887,386,737,2654,375,693,0.13370281,0.25528230,0.14129616,0.26111530
27031,Cook,2020,4,2010,2,3012,379,809,2771,368,761,0.12583001,0.26859230,0.13280404,0.27463010
27031,Cook,2021,4,2010,2,3109,306,969,2868,295,919,0.09842393,0.31167578,0.10285914,0.32043236
27031,Cook,2022,4,2010,2,3138,62,1246,2894,59,1185,0.01975781,0.39706820,0.02038701,0.40946786
27031,Cook,2023,4,2020,3,3225,55,1316,2977,53,1249,0.01705426,0.40806202,0.01780316,0.41954988
27033,Cottonwood,2011,4,2010,4,6277,540,813,5696,478,663,0.08602836,0.12952047,0.08391854,0.11639747
27033,Cottonwood,2012,4,2010,4,6061,485,787,5481,421,640,0.08001980,0.12984656,0.07681080,0.11676701
27033,Cottonwood,2013,4,2010,4,6078,523,798,5493,458,638,0.08604804,0.13129319,0.08337885,0.11614782
27033,Cottonwood,2014,4,2010,4,6124,550,735,5534,485,627,0.08981058,0.12001960,0.08764004,0.11329960
27033,Cottonwood,2015,4,2010,4,6160,537,734,5554,472,616,0.08717532,0.11915584,0.08498380,0.11091106
27033,Cottonwood,2016,4,2010,4,6162,633,702,5551,556,577,0.10272639,0.11392405,0.10016213,0.10394524
27033,Cottonwood,2017,4,2010,4,6181,623,672,5563,541,547,0.10079275,0.10872027,0.09724969,0.09832824
27033,Cottonwood,2018,4,2010,4,6195,606,667,5573,517,544,0.09782082,0.10766747,0.09276871,0.09761349
27033,Cottonwood,2019,4,2010,4,6215,616,660,5593,535,537,0.09911504,0.10619469,0.09565528,0.09601287
27033,Cottonwood,2020,4,2010,4,6227,610,657,5606,521,535,0.09796049,0.10550827,0.09293614,0.09543346
27033,Cottonwood,2021,4,2010,4,6286,176,1072,5664,134,901,0.02799873,0.17053770,0.02365819,0.15907486
27033,Cottonwood,2022,4,2010,4,6293,131,1111,5676,90,933,0.02081678,0.17654537,0.01585624,0.16437632
27033,Cottonwood,2023,4,2020,4,6438,122,1219,5807,83,1034,0.01894998,0.18934452,0.01429309,0.17806096
27035,Crow Wing,2011,4,2010,13,34806,3070,1223,31521,2697,931,0.08820318,0.03513762,0.08556201,0.02953586
27035,Crow Wing,2012,4,2010,16,35547,3324,1429,32191,2926,1109,0.09351000,0.04020030,0.09089497,0.03445062
27035,Crow Wing,2013,4,2010,16,35899,3572,1505,32540,3146,1198,0.09950138,0.04192317,0.09668101,0.03681623
27035,Crow Wing,2014,4,2010,16,36260,3742,1214,32884,3291,951,0.10319912,0.03348042,0.10007907,0.02891984
27035,Crow Wing,2015,4,2010,16,37591,3689,2228,33873,3272,1646,0.09813519,0.05926951,0.09659611,0.04859327
27035,Crow Wing,2016,4,2010,16,38414,3753,2342,34655,3322,1756,0.09769876,0.06096736,0.09585918,0.05067090
27035,Crow Wing,2017,4,2010,16,39099,3794,2432,35279,3352,1821,0.09703573,0.06220108,0.09501403,0.05161711
27035,Crow Wing,2018,4,2010,16,39817,3861,2652,35933,3413,2039,0.09696863,0.06660472,0.09498233,0.05674450
27035,Crow Wing,2019,4,2010,16,40493,4056,2879,36575,3576,2261,0.10016546,0.07109871,0.09777170,0.06181818
27035,Crow Wing,2020,4,2010,16,41075,3926,2954,37151,3506,2314,0.09558125,0.07191722,0.09437162,0.06228634
27035,Crow Wing,2021,4,2010,16,41636,553,6299,37719,410,5424,0.01328178,0.15128735,0.01086985,0.14380021
27035,Crow Wing,2022,4,2010,16,41998,465,6395,38078,323,5509,0.01107196,0.15226916,0.00848259,0.14467672
27035,Crow Wing,2023,4,2020,21,42900,516,6422,38894,354,5547,0.01202797,0.14969697,0.00910166,0.14261840
27037,Dakota,2011,4,2010,87,180846,4011,5842,165127,2568,4524,0.02217909,0.03230373,0.01555167,0.02739709
27037,Dakota,2012,4,2010,95,188044,4198,12031,170529,2684,8956,0.02232456,0.06397971,0.01573926,0.05251893
27037,Dakota,2013,4,2010,95,189006,4051,11667,171425,2490,8672,0.02143318,0.06172820,0.01452530,0.05058772
27037,Dakota,2014,4,2010,95,190299,3934,11747,172563,2329,8779,0.02067273,0.06172917,0.01349652,0.05087417
